#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
NEIL3	APEX1	1845570	1842615	9606.ENSP00000264596	9606.ENSP00000216714	0	0	0	0	0	0	0	0.653	0	0.653
TYMS	MCM3	1849803	1843226	9606.ENSP00000315644	9606.ENSP00000229854	0	0	0	0	0.556	0	0	0.252	0	0.653
TOP2A	SHMT2	1860923	1851612	9606.ENSP00000411532	9606.ENSP00000333667	0.069	0	0	0	0.139	0	0	0.602	0	0.653
GRK1	PDE6D	1851775	1847076	9606.ENSP00000334876	9606.ENSP00000287600	0	0	0	0	0	0.576	0	0.217	0	0.653
HDAC4	KAT7	1845573	1844658	9606.ENSP00000264606	9606.ENSP00000259021	0	0	0	0	0	0.445	0	0.400	0	0.653
SARS2	KARS	1864854	1850738	9606.ENSP00000472847	9606.ENSP00000325448	0.086	0	0	0	0.173	0	0	0.578	0	0.653
NPR1	FMO5	1854849	1844271	9606.ENSP00000357669	9606.ENSP00000254090	0	0	0	0	0	0	0	0.653	0	0.653
UCKL1	SHMT2	1853023	1851612	9606.ENSP00000346155	9606.ENSP00000333667	0.462	0	0	0	0.258	0	0	0.200	0	0.652
UCKL1	SHMT1	1853023	1850087	9606.ENSP00000346155	9606.ENSP00000318868	0.462	0	0	0	0.258	0	0	0.200	0	0.652
PGA4	PRSS1	1856822	1849102	9606.ENSP00000367391	9606.ENSP00000308720	0	0	0	0	0.091	0	0	0.633	0	0.652
MAP3K3	MAP3K2	1854258	1852699	9606.ENSP00000354927	9606.ENSP00000343463	0	0	0	0.973	0	0.647	0	0.472	0	0.652
THOP1	XYLB	1848646	1842449	9606.ENSP00000304467	9606.ENSP00000207870	0	0	0	0	0	0.644	0	0.065	0	0.652
MAP3K3	MAP3K6	1854258	1853554	9606.ENSP00000354927	9606.ENSP00000350195	0	0	0	0.683	0	0.583	0	0.546	0	0.652
GAD1	AGXT2	1853649	1843287	9606.ENSP00000350928	9606.ENSP00000231420	0.282	0.028	0	0	0.175	0.273	0	0.286	0	0.651
GART	UROD	1857440	1843815	9606.ENSP00000371236	9606.ENSP00000246337	0.120	0	0	0	0.088	0	0	0.601	0	0.651
CASP9	MAP2K1	1851230	1848411	9606.ENSP00000330237	9606.ENSP00000302486	0	0	0	0	0	0.564	0	0.232	0	0.651
TOP2A	IMPDH2	1860923	1850365	9606.ENSP00000411532	9606.ENSP00000321584	0.079	0	0	0	0.113	0	0	0.608	0	0.651
TOP2B	IMPDH2	1859958	1850365	9606.ENSP00000396704	9606.ENSP00000321584	0.079	0	0	0	0.113	0	0	0.608	0	0.651
ACACB	ALDH2	1852406	1844978	9606.ENSP00000341044	9606.ENSP00000261733	0	0	0	0	0	0.149	0	0.607	0	0.651
KAT6A	HAT1	1845789	1845481	9606.ENSP00000265713	9606.ENSP00000264108	0	0	0	0	0	0	0	0.651	0	0.651
BPGM	PFKL	1852543	1846114	9606.ENSP00000342032	9606.ENSP00000269848	0.088	0	0	0	0.169	0	0	0.576	0	0.651
NT5C3	GALK1	1843615	1843038	9606.ENSP00000242210	9606.ENSP00000225614	0	0	0	0	0	0	0	0.651	0	0.651
DGUOK	MCM5	1845479	1842548	9606.ENSP00000264093	9606.ENSP00000216122	0	0	0	0	0.626	0	0	0.105	0	0.651
CES1	GUSB	1854024	1848445	9606.ENSP00000353720	9606.ENSP00000302728	0	0	0	0	0	0.576	0	0.212	0	0.651
ATXN3	HDAC3	1858089	1848477	9606.ENSP00000376965	9606.ENSP00000302967	0	0	0	0	0	0.576	0	0.212	0	0.651
GAD2	AGXT2	1844680	1843287	9606.ENSP00000259271	9606.ENSP00000231420	0.282	0.036	0	0	0.175	0.273	0	0.286	0	0.651
HDAC9	DNMT3B	1860731	1851052	9606.ENSP00000408617	9606.ENSP00000328547	0	0	0	0	0	0	0	0.651	0	0.651
TOP2A	LARS	1860923	1858198	9606.ENSP00000411532	9606.ENSP00000377954	0.104	0	0	0	0.114	0	0	0.595	0	0.650
HDAC1	HAT1	1855935	1845481	9606.ENSP00000362649	9606.ENSP00000264108	0	0	0	0	0	0	0	0.650	0	0.650
HSP90AA1	GZMA	1851814	1846373	9606.ENSP00000335153	9606.ENSP00000274306	0	0	0	0	0	0.570	0	0.221	0	0.650
TOP2A	SHMT1	1860923	1850087	9606.ENSP00000411532	9606.ENSP00000318868	0.069	0	0	0	0.139	0	0	0.598	0	0.649
GSTO1	HPGDS	1855084	1847557	9606.ENSP00000358727	9606.ENSP00000295256	0	0	0	0	0	0	0	0.649	0	0.649
HSPA5	IMPDH2	1850618	1850365	9606.ENSP00000324173	9606.ENSP00000321584	0	0	0	0	0.099	0.082	0	0.610	0	0.649
PRSS58	PGA4	1862353	1856822	9606.ENSP00000446916	9606.ENSP00000367391	0	0	0	0	0	0	0	0.649	0	0.649
PFKM	GAPDHS	1852972	1842904	9606.ENSP00000345771	9606.ENSP00000222286	0.215	0	0	0	0.166	0	0	0.507	0	0.649
CASP7	DNMT3A	1855004	1845601	9606.ENSP00000358327	9606.ENSP00000264709	0	0	0	0	0	0	0	0.649	0	0.649
GART	TYMS	1857440	1849803	9606.ENSP00000371236	9606.ENSP00000315644	0	0	0	0	0	0	0	0.649	0	0.649
PCYOX1	FKBP14	1859291	1842944	9606.ENSP00000387654	9606.ENSP00000222803	0	0	0	0	0	0	0	0.648	0	0.648
PFKM	ACACB	1852972	1852406	9606.ENSP00000345771	9606.ENSP00000341044	0	0	0	0	0	0	0	0.648	0	0.648
TOP2A	HSP90AA1	1860923	1851814	9606.ENSP00000411532	9606.ENSP00000335153	0.068	0	0	0	0.071	0	0	0.626	0	0.648
CDK14	SPHK2	1845800	1843751	9606.ENSP00000265741	9606.ENSP00000245222	0	0	0	0	0	0.109	0	0.620	0	0.648
MAP3K12	MAP3K11	1862526	1849203	9606.ENSP00000448689	9606.ENSP00000309597	0	0	0	0.717	0	0.566	0	0.682	0	0.648
HDAC3	PPIF	1848477	1843008	9606.ENSP00000302967	9606.ENSP00000225174	0	0	0	0	0	0.569	0	0.217	0	0.648
CDK11A	KAT7	1858946	1844658	9606.ENSP00000384442	9606.ENSP00000259021	0	0	0	0	0	0.619	0	0.114	0	0.648
HDAC2	RANBP2	1861837	1846837	9606.ENSP00000430432	9606.ENSP00000283195	0	0	0	0	0.145	0.440	0	0.324	0	0.648
MAP3K6	MAP3K2	1853554	1852699	9606.ENSP00000350195	9606.ENSP00000343463	0	0	0	0.688	0	0.583	0	0.514	0	0.647
ARG1	ACACA	1854724	1852858	9606.ENSP00000357066	9606.ENSP00000344789	0.159	0	0	0	0	0	0	0.597	0	0.647
HDAC9	HAT1	1860731	1845481	9606.ENSP00000408617	9606.ENSP00000264108	0	0	0	0	0	0	0	0.647	0	0.647
MARS2	DARS	1846779	1845491	9606.ENSP00000282276	9606.ENSP00000264161	0	0	0	0	0.264	0.152	0	0.479	0	0.646
GMPR2	MTHFD1L	1859676	1854567	9606.ENSP00000392859	9606.ENSP00000356290	0.179	0	0	0	0.102	0	0	0.559	0	0.646
GART	CMPK2	1857440	1844464	9606.ENSP00000371236	9606.ENSP00000256722	0.207	0	0	0	0.176	0	0	0.503	0	0.646
RPS3	GAPDH	1861952	1843185	9606.ENSP00000433821	9606.ENSP00000229239	0	0	0	0	0.115	0	0	0.616	0	0.646
MYLK	LPO	1853981	1845105	9606.ENSP00000353452	9606.ENSP00000262290	0	0	0	0	0	0	0	0.645	0	0.646
ADH5	ALDH2	1847722	1844978	9606.ENSP00000296412	9606.ENSP00000261733	0	0	0	0	0	0	0	0.646	0	0.646
HSP90AA1	ENO3	1851814	1850612	9606.ENSP00000335153	9606.ENSP00000324105	0	0	0	0	0.151	0	0	0.600	0	0.646
MTHFD1L	GMPR	1854567	1844718	9606.ENSP00000356290	9606.ENSP00000259727	0.179	0	0	0	0.102	0	0	0.559	0	0.646
CTSS	MMP2	1854929	1842719	9606.ENSP00000357981	9606.ENSP00000219070	0	0	0	0	0	0	0	0.646	0	0.646
SHMT2	AHCY	1851612	1842666	9606.ENSP00000333667	9606.ENSP00000217426	0	0	0	0	0.209	0	0	0.570	0	0.646
PGAM1	TYMS	1855378	1849803	9606.ENSP00000359991	9606.ENSP00000315644	0	0	0	0	0	0.644	0	0.049	0	0.646
MTHFD1	GMPR2	1862707	1859676	9606.ENSP00000450560	9606.ENSP00000392859	0.179	0	0	0	0.102	0	0	0.559	0	0.646
MTHFD1	GMPR	1862707	1844718	9606.ENSP00000450560	9606.ENSP00000259727	0.179	0	0	0	0.102	0	0	0.559	0	0.646
TXNRD1	GPX5	1861975	1859641	9606.ENSP00000434516	9606.ENSP00000392398	0	0	0	0	0.157	0.101	0	0.571	0	0.646
PDHA1	GLUD2	1857098	1850940	9606.ENSP00000369134	9606.ENSP00000327589	0.158	0	0	0	0	0	0	0.595	0	0.645
MARS	CARS2	1845042	1844505	9606.ENSP00000262027	9606.ENSP00000257347	0	0	0	0	0.485	0	0	0.340	0	0.645
IMPDH1	ACACA	1852894	1852858	9606.ENSP00000345096	9606.ENSP00000344789	0	0	0	0	0	0.234	0	0.556	0	0.645
IMPDH1	ACACB	1852894	1852406	9606.ENSP00000345096	9606.ENSP00000341044	0	0	0	0	0	0.234	0	0.556	0	0.645
LIG3	APLF	1856884	1848904	9606.ENSP00000367787	9606.ENSP00000307004	0	0	0	0	0	0.573	0	0.204	0	0.645
IMPDH2	SHMT1	1850365	1850087	9606.ENSP00000321584	9606.ENSP00000318868	0	0	0	0	0.182	0	0	0.584	0	0.645
AMACR	ACAA1	1857478	1851610	9606.ENSP00000371517	9606.ENSP00000333664	0	0	0	0	0	0	0	0.645	0	0.645
RPS3	YARS	1861952	1855915	9606.ENSP00000433821	9606.ENSP00000362576	0	0	0	0	0.173	0.082	0	0.571	0	0.645
ACADM	CDY1B	1860801	1848502	9606.ENSP00000409612	9606.ENSP00000303178	0.462	0	0	0	0.112	0	0	0.315	0	0.644
CDY1	GCDH	1848478	1842891	9606.ENSP00000302968	9606.ENSP00000222214	0.462	0	0	0	0.112	0	0	0.315	0	0.644
SULT1A4	PSMB4	1852189	1847239	9606.ENSP00000339221	9606.ENSP00000290541	0	0	0	0	0	0.644	0	0	0	0.644
HDAC8	KAT7	1855938	1844658	9606.ENSP00000362674	9606.ENSP00000259021	0	0	0	0	0	0.263	0	0.536	0	0.644
OPA1	HADHB	1854190	1850713	9606.ENSP00000354681	9606.ENSP00000325136	0	0	0	0	0	0.644	0	0	0	0.644
TAF9	FKBP4	1842675	1842112	9606.ENSP00000217893	9606.ENSP00000001008	0	0	0	0	0	0.644	0	0	0	0.644
ACACA	TADA2A	1852858	1843019	9606.ENSP00000344789	9606.ENSP00000225396	0	0	0	0	0	0.073	0	0.632	0	0.644
ACADM	CDY2B	1860801	1857581	9606.ENSP00000409612	9606.ENSP00000372319	0.462	0	0	0	0.112	0	0	0.315	0	0.644
PFKM	BPGM	1852972	1852543	9606.ENSP00000345771	9606.ENSP00000342032	0.088	0	0	0	0.169	0	0	0.567	0	0.644
CDY2B	GCDH	1857581	1842891	9606.ENSP00000372319	9606.ENSP00000222214	0.462	0	0	0	0.112	0	0	0.315	0	0.644
LIG1	CMPK2	1845325	1844464	9606.ENSP00000263274	9606.ENSP00000256722	0	0	0	0	0.338	0	0	0.485	0	0.644
CDY1B	ACADS	1848502	1843634	9606.ENSP00000303178	9606.ENSP00000242592	0.462	0	0	0	0.112	0	0	0.315	0	0.644
CDY1B	GCDH	1848502	1842891	9606.ENSP00000303178	9606.ENSP00000222214	0.462	0	0	0	0.112	0	0	0.315	0	0.644
SULT1A1	PTGES3	1850407	1845046	9606.ENSP00000321988	9606.ENSP00000262033	0	0	0	0	0	0.644	0	0	0	0.644
PSMB2	SULT1A4	1855861	1852189	9606.ENSP00000362334	9606.ENSP00000339221	0	0	0	0	0	0.644	0	0	0	0.644
ACADM	CDY2A	1860801	1844024	9606.ENSP00000409612	9606.ENSP00000250838	0.462	0	0	0	0.112	0	0	0.315	0	0.644
ALDH3A2	ACACB	1852975	1852406	9606.ENSP00000345774	9606.ENSP00000341044	0	0	0	0	0	0.149	0	0.598	0	0.644
AUH	ACADS	1856368	1843634	9606.ENSP00000364883	9606.ENSP00000242592	0.462	0	0	0	0.112	0	0	0.315	0	0.644
AUH	GCDH	1856368	1842891	9606.ENSP00000364883	9606.ENSP00000222214	0.462	0	0	0	0.112	0	0	0.316	0	0.644
CDY2A	GCDH	1844024	1842891	9606.ENSP00000250838	9606.ENSP00000222214	0.462	0	0	0	0.112	0	0	0.315	0	0.644
ACADM	CDY1	1860801	1848478	9606.ENSP00000409612	9606.ENSP00000302968	0.462	0	0	0	0.112	0	0	0.315	0	0.644
CDY2A	ACADS	1844024	1843634	9606.ENSP00000250838	9606.ENSP00000242592	0.462	0	0	0	0.112	0	0	0.315	0	0.644
CDY1	ACADS	1848478	1843634	9606.ENSP00000302968	9606.ENSP00000242592	0.462	0	0	0	0.112	0	0	0.315	0	0.644
CDY2B	ACADS	1857581	1843634	9606.ENSP00000372319	9606.ENSP00000242592	0.462	0	0	0	0.112	0	0	0.315	0	0.644
GLUL	GAPDH	1849018	1843185	9606.ENSP00000307900	9606.ENSP00000229239	0	0	0	0	0.087	0	0	0.625	0	0.643
PADI4	HDAC1	1856302	1855935	9606.ENSP00000364597	9606.ENSP00000362649	0	0	0	0	0	0.576	0	0.194	0	0.643
GUSB	GAPDH	1848445	1843185	9606.ENSP00000302728	9606.ENSP00000229239	0	0	0	0	0	0	0	0.643	0	0.643
SARS2	EARS2	1864854	1852703	9606.ENSP00000472847	9606.ENSP00000343488	0	0	0	0	0.135	0	0	0.603	0	0.642
ACACB	GAPDH	1852406	1843185	9606.ENSP00000341044	9606.ENSP00000229239	0	0	0	0	0.115	0.110	0	0.582	0	0.642
SARS2	WARS	1864854	1853177	9606.ENSP00000472847	9606.ENSP00000347495	0.166	0	0	0	0.171	0.082	0	0.503	0	0.642
ETFDH	IVD	1861685	1861355	9606.ENSP00000426638	9606.ENSP00000418397	0	0	0	0	0.288	0	0	0.516	0	0.641
TOP2A	MARS	1860923	1845042	9606.ENSP00000411532	9606.ENSP00000262027	0.265	0	0	0	0.111	0	0	0.495	0	0.641
CYP4A22	CYP7A1	1855568	1848316	9606.ENSP00000360958	9606.ENSP00000301645	0	0	0	0	0.139	0	0	0.601	0	0.641
PDE4B	PDE6D	1851429	1847076	9606.ENSP00000332116	9606.ENSP00000287600	0	0	0	0	0	0	0	0.640	0	0.641
TOP2A	MARS2	1860923	1846779	9606.ENSP00000411532	9606.ENSP00000282276	0.265	0	0	0	0.111	0	0	0.495	0	0.641
TOP2B	MARS2	1859958	1846779	9606.ENSP00000396704	9606.ENSP00000282276	0.265	0	0	0	0.111	0	0	0.495	0	0.641
TOP2B	MARS	1859958	1845042	9606.ENSP00000396704	9606.ENSP00000262027	0.265	0	0	0	0.111	0	0	0.495	0	0.641
SPHK1	CDK14	1849643	1845800	9606.ENSP00000313681	9606.ENSP00000265741	0	0	0	0	0	0.109	0	0.612	0	0.640
AMACR	AGXT2	1857478	1843287	9606.ENSP00000371517	9606.ENSP00000231420	0	0	0	0	0	0	0	0.640	0	0.640
NOS2	CFTR	1850906	1842118	9606.ENSP00000327251	9606.ENSP00000003084	0	0	0	0	0	0	0	0.640	0	0.640
DNAJC6	HSP90AA1	1858290	1851814	9606.ENSP00000378735	9606.ENSP00000335153	0	0	0	0	0	0	0	0.640	0	0.640
TH	PCBD1	1857346	1848043	9606.ENSP00000370571	9606.ENSP00000299299	0.284	0	0	0	0	0	0	0.518	0	0.640
KAT6A	HDAC7	1845789	1842249	9606.ENSP00000265713	9606.ENSP00000080059	0	0	0	0	0	0.308	0	0.500	0	0.639
RARS2	WARS	1855052	1853177	9606.ENSP00000358549	9606.ENSP00000347495	0.123	0	0	0	0.186	0	0	0.535	0	0.639
HADH	GART	1859056	1857440	9606.ENSP00000385638	9606.ENSP00000371236	0	0	0	0	0	0	0	0.639	0	0.639
HK2	ENO2	1847242	1843192	9606.ENSP00000290573	9606.ENSP00000229277	0	0	0	0	0.077	0	0	0.625	0	0.639
GART	DTYMK	1857440	1848672	9606.ENSP00000371236	9606.ENSP00000304802	0.207	0	0	0	0.176	0	0	0.492	0	0.639
ALDH9A1	ACACB	1853096	1852406	9606.ENSP00000346827	9606.ENSP00000341044	0	0	0	0	0	0.149	0	0.593	0	0.639
PGAM2	HK2	1847848	1847242	9606.ENSP00000297283	9606.ENSP00000290573	0	0	0	0	0.108	0	0	0.611	0	0.638
CASP3	CDK2	1849375	1845906	9606.ENSP00000311032	9606.ENSP00000266970	0	0	0	0	0	0.309	0	0.498	0	0.638
ENO4	ACACB	1852949	1852406	9606.ENSP00000345555	9606.ENSP00000341044	0	0	0	0	0.157	0	0	0.589	0	0.638
ALDH1B1	ACACA	1856733	1852858	9606.ENSP00000366927	9606.ENSP00000344789	0	0	0	0	0	0.149	0	0.592	0	0.638
PFKP	BPGM	1857335	1852543	9606.ENSP00000370517	9606.ENSP00000342032	0.088	0	0	0	0.169	0	0	0.560	0	0.638
ACACB	ENO2	1852406	1843192	9606.ENSP00000341044	9606.ENSP00000229277	0	0	0	0	0.157	0	0	0.589	0	0.638
ASPG	GART	1862663	1857440	9606.ENSP00000450040	9606.ENSP00000371236	0.088	0	0	0	0.081	0	0	0.603	0	0.638
AKR1C1	DHDH	1857297	1842829	9606.ENSP00000370254	9606.ENSP00000221403	0	0	0	0	0.077	0	0	0.624	0	0.638
ENO4	ACACA	1852949	1852858	9606.ENSP00000345555	9606.ENSP00000344789	0	0	0	0	0.157	0	0	0.589	0	0.638
ACACA	ENO2	1852858	1843192	9606.ENSP00000344789	9606.ENSP00000229277	0	0	0	0	0.157	0	0	0.589	0	0.638
CHD9	HDAC2	1862956	1861837	9606.ENSP00000455307	9606.ENSP00000430432	0	0	0	0	0	0.286	0	0.514	0	0.638
PRMT1	DDAH2	1860583	1856378	9606.ENSP00000406162	9606.ENSP00000364943	0	0	0	0	0	0	0	0.637	0	0.637
HSP90AA1	ENO2	1851814	1843192	9606.ENSP00000335153	9606.ENSP00000229277	0	0	0	0	0.151	0	0	0.590	0	0.637
MATK	SRC	1858261	1853652	9606.ENSP00000378485	9606.ENSP00000350941	0	0	0	0.847	0	0.576	0	0.956	0	0.637
ACACA	ALDH3B2	1852858	1844353	9606.ENSP00000344789	9606.ENSP00000255084	0	0	0	0	0	0.149	0	0.591	0	0.637
YARS	ENO3	1855915	1850612	9606.ENSP00000362576	9606.ENSP00000324105	0.081	0	0	0	0.071	0	0	0.608	0	0.637
ATRX	DNMT1	1855886	1853859	9606.ENSP00000362441	9606.ENSP00000352516	0.271	0	0	0	0	0	0	0.521	0	0.636
TOP2B	LARS	1859958	1858198	9606.ENSP00000396704	9606.ENSP00000377954	0.104	0	0	0	0.114	0	0	0.578	0	0.636
GART	GLUL	1857440	1849018	9606.ENSP00000371236	9606.ENSP00000307900	0.106	0	0	0	0.088	0	0	0.589	0	0.636
ABCC4	CFTR	1856571	1842118	9606.ENSP00000366084	9606.ENSP00000003084	0	0	0	0.722	0	0.567	0	0.591	0	0.636
KAT8	ZNF143	1860574	1858408	9606.ENSP00000406037	9606.ENSP00000379847	0	0	0	0	0	0.134	0	0.596	0	0.636
ACACA	ALDH1A1	1852858	1847903	9606.ENSP00000344789	9606.ENSP00000297785	0	0	0	0	0	0.149	0	0.590	0	0.636
LIG4	APEX1	1853434	1842615	9606.ENSP00000349393	9606.ENSP00000216714	0	0	0	0	0.202	0	0	0.563	0	0.636
BCHE	PON1	1845535	1842913	9606.ENSP00000264381	9606.ENSP00000222381	0	0	0	0	0	0	0	0.636	0	0.636
PGAM4	PDHB	1860955	1848936	9606.ENSP00000412189	9606.ENSP00000307241	0	0	0	0	0.080	0	0	0.621	0	0.636
FASN	KAT2B	1848653	1845408	9606.ENSP00000304592	9606.ENSP00000263754	0	0	0	0	0	0.545	0	0.233	0	0.636
ALDH9A1	ACACA	1853096	1852858	9606.ENSP00000346827	9606.ENSP00000344789	0	0	0	0	0	0.149	0	0.590	0	0.636
TOP2B	HSP90AA1	1859958	1851814	9606.ENSP00000396704	9606.ENSP00000335153	0.068	0	0	0	0.071	0	0	0.612	0	0.635
ACACB	UMPS	1852406	1843321	9606.ENSP00000341044	9606.ENSP00000232607	0.110	0	0	0	0	0	0	0.607	0	0.635
GART	IDH3G	1857440	1842676	9606.ENSP00000371236	9606.ENSP00000217901	0.117	0	0	0	0.090	0	0	0.583	0	0.635
AGMAT	AUH	1856387	1856368	9606.ENSP00000364986	9606.ENSP00000364883	0	0	0	0	0	0	0	0.635	0	0.635
AGMAT	ACACB	1856387	1852406	9606.ENSP00000364986	9606.ENSP00000341044	0.159	0	0	0	0	0	0	0.584	0	0.635
GART	IDH3B	1857440	1857292	9606.ENSP00000371236	9606.ENSP00000370223	0.117	0	0	0	0.090	0	0	0.583	0	0.635
NT5C1B	NT5C3	1853911	1843615	9606.ENSP00000352904	9606.ENSP00000242210	0	0	0	0	0	0	0	0.635	0	0.635
GART	IDH3A	1857440	1848074	9606.ENSP00000371236	9606.ENSP00000299518	0.117	0	0	0	0.090	0	0	0.583	0	0.635
DTYMK	MARS	1848672	1845042	9606.ENSP00000304802	9606.ENSP00000262027	0.462	0	0	0	0.112	0.102	0	0.247	0	0.634
ACACA	ALDH2	1852858	1844978	9606.ENSP00000344789	9606.ENSP00000261733	0	0	0	0	0	0.149	0	0.588	0	0.634
ACACA	ALDH1A3	1852858	1851450	9606.ENSP00000344789	9606.ENSP00000332256	0	0	0	0	0	0.149	0	0.587	0	0.634
ACACA	NOS3	1852858	1847875	9606.ENSP00000344789	9606.ENSP00000297494	0	0	0	0	0	0	0	0.634	0	0.634
TH	CHIA	1857346	1852511	9606.ENSP00000370571	9606.ENSP00000341828	0	0	0	0	0	0	0	0.634	0	0.634
TOP2A	MCM3	1860923	1843226	9606.ENSP00000411532	9606.ENSP00000229854	0	0	0	0	0.431	0.099	0	0.345	0	0.634
TPP2	NPEPPS	1856427	1850234	9606.ENSP00000365233	9606.ENSP00000320324	0	0	0	0	0.087	0	0	0.615	0	0.634
SHMT2	IMPDH2	1851612	1850365	9606.ENSP00000333667	9606.ENSP00000321584	0	0	0	0	0.182	0	0	0.572	0	0.634
MBTPS1	PAPSS1	1852786	1845706	9606.ENSP00000344223	9606.ENSP00000265174	0	0	0	0	0	0	0	0.634	0	0.634
PGAM4	GAPDH	1860955	1843185	9606.ENSP00000412189	9606.ENSP00000229239	0	0	0	0	0.184	0.254	0	0.446	0	0.633
CARS	SHMT1	1857239	1850087	9606.ENSP00000369897	9606.ENSP00000318868	0.165	0	0	0	0	0.389	0	0.340	0	0.633
TOP2B	SHMT1	1859958	1850087	9606.ENSP00000396704	9606.ENSP00000318868	0.069	0	0	0	0.139	0	0	0.579	0	0.633
HSD17B11	HSD17B2	1853659	1842388	9606.ENSP00000351035	9606.ENSP00000199936	0	0	0.396	0	0	0	0	0.418	0	0.633
IMPDH2	GAPDHS	1850365	1842904	9606.ENSP00000321584	9606.ENSP00000222286	0	0	0	0	0.070	0.159	0	0.569	0	0.633
GART	FARSA	1857440	1850232	9606.ENSP00000371236	9606.ENSP00000320309	0	0	0	0	0.157	0	0	0.583	0	0.633
GART	EPRS	1857440	1854472	9606.ENSP00000371236	9606.ENSP00000355890	0.128	0	0	0	0.225	0	0	0.501	0	0.633
ALDH3A2	ACACA	1852975	1852858	9606.ENSP00000345774	9606.ENSP00000344789	0	0	0	0	0	0.149	0	0.586	0	0.633
GPX1	GAPDH	1860659	1843185	9606.ENSP00000407375	9606.ENSP00000229239	0	0	0	0	0	0.189	0	0.566	0	0.633
ENO4	HSP90AA1	1852949	1851814	9606.ENSP00000345555	9606.ENSP00000335153	0	0	0	0	0.151	0	0	0.586	0	0.633
RDH11	RDH10	1857369	1843555	9606.ENSP00000370750	9606.ENSP00000240285	0	0	0	0	0	0	0	0.633	0	0.633
ACACB	ALDH3A1	1852406	1843050	9606.ENSP00000341044	9606.ENSP00000225740	0	0	0	0	0	0.149	0	0.586	0	0.633
DARS2	FARSB	1854295	1846746	9606.ENSP00000355086	9606.ENSP00000281828	0	0	0	0	0.230	0	0	0.541	0	0.632
TOP2B	EARS2	1859958	1852703	9606.ENSP00000396704	9606.ENSP00000343488	0.085	0	0	0	0.136	0	0	0.572	0	0.632
TOP2A	EARS2	1860923	1852703	9606.ENSP00000411532	9606.ENSP00000343488	0.085	0	0	0	0.136	0	0	0.572	0	0.632
ACACB	ALDH1A2	1852406	1843974	9606.ENSP00000341044	9606.ENSP00000249750	0	0	0	0	0	0.149	0	0.586	0	0.632
ALDH7A1	ACACB	1859243	1852406	9606.ENSP00000387123	9606.ENSP00000341044	0	0	0	0	0	0.149	0	0.586	0	0.632
NUDT5	LIG4	1861432	1853434	9606.ENSP00000419628	9606.ENSP00000349393	0	0	0	0	0	0	0	0.632	0	0.632
PTK2B	CFTR	1851525	1842118	9606.ENSP00000332816	9606.ENSP00000003084	0	0	0	0	0	0	0	0.631	0	0.632
ACACB	ALDH3B2	1852406	1844353	9606.ENSP00000341044	9606.ENSP00000255084	0	0	0	0	0	0.149	0	0.586	0	0.632
ACACB	ALDH1A3	1852406	1851450	9606.ENSP00000341044	9606.ENSP00000332256	0	0	0	0	0	0.149	0	0.586	0	0.632
ACACA	UMPS	1852858	1843321	9606.ENSP00000344789	9606.ENSP00000232607	0.110	0	0	0	0	0	0	0.603	0	0.632
IDH3B	IDH3G	1857292	1842676	9606.ENSP00000370223	9606.ENSP00000217901	0	0	0.527	0.944	0.112	0.576	0	0.676	0	0.632
IVD	ACACB	1861355	1852406	9606.ENSP00000418397	9606.ENSP00000341044	0.281	0	0	0	0.157	0	0	0.442	0	0.632
PLAU	CTSL1	1855748	1852924	9606.ENSP00000361850	9606.ENSP00000345344	0	0	0	0	0	0.576	0	0.168	0	0.632
ACACB	ALDH1A1	1852406	1847903	9606.ENSP00000341044	9606.ENSP00000297785	0	0	0	0	0	0.149	0	0.586	0	0.632
ACACA	ALDH1A2	1852858	1843974	9606.ENSP00000344789	9606.ENSP00000249750	0	0	0	0	0	0.149	0	0.586	0	0.632
GBA2	GBA	1856813	1849713	9606.ENSP00000367343	9606.ENSP00000314508	0	0	0	0	0	0	0	0.632	0	0.632
ACACA	ALDH3A1	1852858	1843050	9606.ENSP00000344789	9606.ENSP00000225740	0	0	0	0	0	0.149	0	0.586	0	0.632
AMY1B	p-nitrophenol	1851261	-100000980	9606.ENSP00000330484	-1.CID100000980	0	0	0	0	0	0.631	0	0	0	0.631
AMY1A	p-nitrophenol	1855173	-100000980	9606.ENSP00000359100	-1.CID100000980	0	0	0	0	0	0.631	0	0	0	0.631
MYLK2	HSP90AA1	1856415	1851814	9606.ENSP00000365152	9606.ENSP00000335153	0	0	0	0	0	0.600	0	0.115	0	0.631
GSTO2	HPGDS	1852885	1847557	9606.ENSP00000345023	9606.ENSP00000295256	0	0	0	0	0	0	0	0.631	0	0.631
TH	GAD2	1857346	1844680	9606.ENSP00000370571	9606.ENSP00000259271	0	0	0	0	0	0.097	0	0.608	0	0.631
HSP90AA1	DARS	1851814	1845491	9606.ENSP00000335153	9606.ENSP00000264161	0	0	0	0	0.093	0.569	0	0.133	0	0.631
AMY1C	p-nitrophenol	1855171	-100000980	9606.ENSP00000359096	-1.CID100000980	0	0	0	0	0	0.631	0	0	0	0.631
PDE6D	PDE4A	1847076	1846154	9606.ENSP00000287600	9606.ENSP00000270474	0	0	0	0	0	0	0	0.630	0	0.631
